State_Name,Season,N,P,K,pH,Crop,Crop Yield (kg per hectare)
Maharashtra,Rabi,80,42,125,5.69,Jowar,5673.630301
Maharashtra,Rabi,0,67,139,5.54,Jowar,2933.841178
Maharashtra,Kharif,13,23,125,6.13,Jowar,1001.935884
Maharashtra,Kharif,71,54,42,7.15,Jowar,3739.30469
Maharashtra,Rabi,80,42,125,7.2,Jowar,5673.630301
Maharashtra,Kharif,92,37,116,5.94,Jowar,1909.088635
Maharashtra,Rabi,90,37,114,6.94,Jowar,2545.043064
Maharashtra,Rabi,12,74,149,7.39,Jowar,5026.2896
Maharashtra,Kharif,13,23,125,6.49,Jowar,1001.935884
Maharashtra,Rabi,120,82,143,6.46,Jowar,5683.73518
Maharashtra,Rabi,32,51,71,6.79,Jowar,4457.812126
Maharashtra,Kharif,137,85,45,6.54,Jowar,4974.692955
Maharashtra,Rabi,24,74,142,5.51,Jowar,986.3819772
Maharashtra,Rabi,0,67,139,7.34,Jowar,2933.841178
Maharashtra,Kharif,88,12,5,7.17,Jowar,2609.144569
Maharashtra,Kharif,126,19,29,7.23,Jowar,4510.289404
Maharashtra,Kharif,20,81,138,7.41,Jowar,1132.599552
Maharashtra,Kharif,88,12,5,6.61,Jowar,2609.144569
Maharashtra,Kharif,105,38,72,6.39,Jowar,4989.539918
Maharashtra,Rabi,80,42,125,7.32,Jowar,5673.630301
Maharashtra,Kharif,105,38,72,7.17,Jowar,4989.539918
Maharashtra,Rabi,11,29,149,6.76,Jowar,4353.387388
Maharashtra,Kharif,94,16,31,6.88,Jowar,1121.40461
Maharashtra,Rabi,76,15,37,7.11,Jowar,1919.564567
Maharashtra,Rabi,38,92,100,5.85,Jowar,4743.908781
Maharashtra,Kharif,71,46,31,7.09,Jowar,988.8927902
Maharashtra,Rabi,90,37,114,6.29,Jowar,2545.043064
Maharashtra,Rabi,80,42,125,6.3,Jowar,5673.630301
Maharashtra,Kharif,58,99,145,6.25,Jowar,2779.11092
Maharashtra,Rabi,104,40,76,6.79,Jowar,1526.735886
Maharashtra,Rabi,47,66,64,6.19,Jowar,3219.694372
Maharashtra,Rabi,37,83,91,6.58,Jowar,2197.725858
Maharashtra,Rabi,32,51,71,6.56,Jowar,4457.812126
Maharashtra,Rabi,38,92,100,6.04,Jowar,4743.908781
Maharashtra,Rabi,38,92,100,7.18,Jowar,4743.908781
Maharashtra,Rabi,6,39,127,6.03,Jowar,5299.715106
Maharashtra,Rabi,108,87,9,5.69,Jowar,5270.527396
Maharashtra,Rabi,13,63,101,6.36,Jowar,4780.097441
Maharashtra,Rabi,98,88,111,6.97,Jowar,5514.910892
Maharashtra,Kharif,38,74,149,5.64,Jowar,5251.990903
Maharashtra,Rabi,32,51,71,7.19,Jowar,4457.812126
Maharashtra,Rabi,90,37,114,6.59,Jowar,2545.043064
Maharashtra,Kharif,94,16,31,6.36,Jowar,1121.40461
Maharashtra,Rabi,120,82,143,6.51,Jowar,5683.73518
Maharashtra,Kharif,105,38,72,6.55,Jowar,4989.539918
Maharashtra,Rabi,81,47,102,7.1,Jowar,1316.074441
Maharashtra,Rabi,70,71,90,7.04,Jowar,1205.213913
Maharashtra,Rabi,37,83,91,6.72,Jowar,2197.725858
Maharashtra,Rabi,47,66,64,6.37,Jowar,3219.694372
Maharashtra,Rabi,70,71,90,6.99,Jowar,1205.213913
Maharashtra,Kharif,126,99,37,7.48,Jowar,3228.617794
Maharashtra,Rabi,32,51,71,6.02,Jowar,4457.812126
Maharashtra,Kharif,27,95,100,7.02,Jowar,3767.414765
Maharashtra,Kharif,92,37,116,5.88,Jowar,1909.088635
Maharashtra,Kharif,58,99,145,6.54,Jowar,2779.11092
Maharashtra,Kharif,33,70,48,6.71,Jowar,4633.66517
Maharashtra,Rabi,38,92,100,6.84,Jowar,4743.908781
Maharashtra,Kharif,51,49,20,6.74,Jowar,5681.687309
Maharashtra,Rabi,73,46,117,6.97,Jowar,5788.181241
Maharashtra,Rabi,11,29,149,6.87,Jowar,4353.387388
Maharashtra,Rabi,12,74,149,6.85,Jowar,5026.2896
Maharashtra,Kharif,92,37,116,5.95,Jowar,1909.088635
Maharashtra,Kharif,51,49,20,5.58,Jowar,5681.687309
Maharashtra,Kharif,51,49,20,6.4,Jowar,5681.687309
Maharashtra,Rabi,80,42,125,7.45,Jowar,5673.630301
Maharashtra,Kharif,35,94,77,7.06,Jowar,1011.541553
Maharashtra,Rabi,47,66,64,7.49,Jowar,3219.694372
Maharashtra,Rabi,47,66,64,5.67,Jowar,3219.694372
Maharashtra,Kharif,117,13,42,6.37,Jowar,4002.254956
Maharashtra,Kharif,97,71,39,5.5,Jowar,3033.808722
Maharashtra,Rabi,98,88,111,5.53,Jowar,5514.910892
Maharashtra,Kharif,58,99,145,7.16,Jowar,2779.11092
Maharashtra,Rabi,76,15,37,7.1,Jowar,1919.564567
Maharashtra,Kharif,51,49,20,5.95,Jowar,5681.687309
Maharashtra,Kharif,88,12,5,7,Jowar,2609.144569
Maharashtra,Kharif,33,70,48,7.31,Jowar,4633.66517
Maharashtra,Rabi,90,37,114,7.26,Jowar,2545.043064
Maharashtra,Kharif,88,12,5,6.49,Jowar,2609.144569
Maharashtra,Rabi,13,63,101,6.38,Jowar,4780.097441
Maharashtra,Rabi,11,29,149,7.11,Jowar,4353.387388
Maharashtra,Rabi,80,42,125,5.89,Jowar,5673.630301
Maharashtra,Rabi,0,67,139,5.98,Jowar,2933.841178
Maharashtra,Rabi,12,74,149,7.17,Jowar,5026.2896
Maharashtra,Rabi,90,37,114,7.09,Jowar,2545.043064
Maharashtra,Kharif,114,65,34,5.59,Jowar,2930.221979
Maharashtra,Rabi,90,37,114,6.26,Jowar,2545.043064
Maharashtra,Rabi,24,74,142,5.72,Jowar,986.3819772
Maharashtra,Kharif,58,99,145,6.92,Jowar,2779.11092
Maharashtra,Rabi,104,40,76,5.99,Jowar,1526.735886
Maharashtra,Kharif,33,70,48,7.28,Jowar,4633.66517
Maharashtra,Kharif,36,28,133,6.35,Jowar,1132.361163
Maharashtra,Rabi,12,74,149,5.7,Jowar,5026.2896
Maharashtra,Rabi,98,88,111,7.12,Jowar,5514.910892
Maharashtra,Kharif,126,19,29,5.99,Jowar,4510.289404
Maharashtra,Kharif,51,49,20,6.5,Jowar,5681.687309
Maharashtra,Rabi,0,67,139,6.87,Jowar,2933.841178
Maharashtra,Kharif,109,24,112,6.03,Jowar,2391.812154
Maharashtra,Rabi,70,71,90,5.99,Jowar,1205.213913
Maharashtra,Rabi,0,67,139,6.97,Jowar,2933.841178
Maharashtra,Kharif,92,37,116,5.97,Jowar,1909.088635
Maharashtra,Rabi,83,37,103,6.69,Jowar,3626.495949
Maharashtra,Rabi,81,47,102,5.64,Jowar,1316.074441
Maharashtra,Kharif,36,28,133,5.81,Jowar,1132.361163
Maharashtra,Kharif,137,85,45,6.86,Jowar,4974.692955
Maharashtra,Rabi,13,63,101,7.06,Jowar,4780.097441
Maharashtra,Rabi,7,42,82,6.55,Linseed,5261.290973
Maharashtra,Rabi,96,40,75,6.02,Linseed,2566.089611
Maharashtra,Rabi,86,35,88,5.94,Linseed,3149.159107
Maharashtra,Rabi,3,27,26,6.71,Linseed,5013.525647
Maharashtra,Rabi,13,74,126,6.56,Linseed,4184.829993
Maharashtra,Rabi,98,33,118,7.4,Linseed,4064.200339
Maharashtra,Rabi,76,72,88,6.58,Linseed,5378.128388
Maharashtra,Rabi,20,17,146,5.57,Linseed,5965.04183
Maharashtra,Rabi,7,42,82,5.95,Linseed,5261.290973
Maharashtra,Rabi,76,72,88,6.84,Linseed,5378.128388
Maharashtra,Rabi,76,72,88,6.05,Linseed,5378.128388
Maharashtra,Rabi,107,49,44,5.94,Linseed,2776.285236
Maharashtra,Rabi,76,72,88,6.8,Linseed,5378.128388
Maharashtra,Rabi,7,42,82,6.31,Linseed,5261.290973
Maharashtra,Rabi,86,35,88,6.47,Linseed,3149.159107
Maharashtra,Rabi,82,52,124,7.2,Linseed,1528.82237
Maharashtra,Rabi,98,33,118,6.26,Linseed,4064.200339
Maharashtra,Rabi,86,35,88,5.62,Linseed,3149.159107
Maharashtra,Rabi,9,94,110,7.17,Linseed,5158.359284
Maharashtra,Rabi,9,94,110,6.91,Linseed,5158.359284
Maharashtra,Rabi,86,35,88,6.7,Linseed,3149.159107
Maharashtra,Rabi,107,49,44,6.16,Linseed,2776.285236
Maharashtra,Rabi,103,92,94,6.11,Linseed,2015.295626
Maharashtra,Rabi,82,52,124,7.29,Linseed,1528.82237
Maharashtra,Rabi,96,40,75,5.69,Linseed,2566.089611
Maharashtra,Rabi,9,94,110,6.77,Linseed,5158.359284
Maharashtra,Rabi,18,84,21,6.89,Linseed,1588.832996
Maharashtra,Rabi,76,72,88,7.19,Linseed,5378.128388
Maharashtra,Rabi,7,42,82,7.1,Linseed,5261.290973
Maharashtra,Rabi,98,33,118,5.62,Linseed,4064.200339
Maharashtra,Rabi,3,62,106,6.21,Linseed,3823.139797
Maharashtra,Rabi,7,42,82,5.77,Linseed,5261.290973
Maharashtra,Rabi,107,49,44,6.33,Linseed,2776.285236
Maharashtra,Rabi,107,49,44,6.87,Linseed,2776.285236
Maharashtra,Rabi,98,33,118,6.16,Linseed,4064.200339
Maharashtra,Rabi,20,17,146,5.93,Linseed,5965.04183
Maharashtra,Rabi,76,72,88,6.48,Linseed,5378.128388
Maharashtra,Rabi,28,47,56,6.51,Linseed,2375.539551
Maharashtra,Rabi,3,62,106,6.22,Linseed,3823.139797
Maharashtra,Rabi,0,93,75,6.91,Linseed,2075.585283
Maharashtra,Rabi,3,62,106,7.02,Linseed,3823.139797
Maharashtra,Rabi,20,17,146,7.35,Linseed,5965.04183
Maharashtra,Rabi,18,84,21,7.14,Linseed,1588.832996
Maharashtra,Rabi,3,27,26,5.73,Linseed,5013.525647
Maharashtra,Rabi,107,49,44,7.21,Linseed,2776.285236
Maharashtra,Rabi,103,92,94,6.22,Linseed,2015.295626
Maharashtra,Rabi,76,72,88,7.26,Linseed,5378.128388
Maharashtra,Rabi,18,84,21,5.89,Linseed,1588.832996
Maharashtra,Rabi,96,40,75,6.82,Linseed,2566.089611
Maharashtra,Rabi,7,42,82,6.11,Linseed,5261.290973
Maharashtra,Rabi,86,35,88,6.88,Linseed,3149.159107
Maharashtra,Rabi,20,17,146,7.02,Linseed,5965.04183
Maharashtra,Rabi,82,52,124,6.69,Linseed,1528.82237
Maharashtra,Rabi,13,74,126,7.16,Linseed,4184.829993
Maharashtra,Rabi,13,74,126,6.04,Linseed,4184.829993
Maharashtra,Rabi,92,57,138,6.03,Linseed,4293.630672
Maharashtra,Rabi,13,74,126,7.08,Linseed,4184.829993
Maharashtra,Rabi,13,74,126,7.05,Linseed,4184.829993
Maharashtra,Rabi,28,47,56,5.97,Linseed,2375.539551
Maharashtra,Rabi,18,84,21,7.43,Linseed,1588.832996
Maharashtra,Rabi,7,42,82,6.87,Linseed,5261.290973
Maharashtra,Rabi,86,35,88,6.62,Linseed,3149.159107
Maharashtra,Rabi,96,40,75,5.94,Linseed,2566.089611
Maharashtra,Rabi,18,84,21,6.77,Linseed,1588.832996
Maharashtra,Rabi,0,93,75,7.06,Linseed,2075.585283
Maharashtra,Rabi,9,94,110,5.74,Linseed,5158.359284
Maharashtra,Rabi,3,27,26,5.86,Linseed,5013.525647
Maharashtra,Rabi,125,89,94,6.9,Maize,3576.894176
Maharashtra,Rabi,86,53,111,5.94,Maize,2636.310762
Maharashtra,Rabi,64,22,133,5.73,Maize,3484.812592
Maharashtra,Kharif,66,84,114,6.25,Maize,2839.814572
Maharashtra,Kharif,63,41,20,6.32,Maize,4547.625221
Maharashtra,Kharif,121,42,148,6.42,Maize,5602.062908
Maharashtra,Autumn,51,24,15,7.14,Maize,2753.192936
Maharashtra,Kharif,77,70,25,5.86,Maize,2480.655576
Maharashtra,Rabi,135,57,141,6.16,Maize,1166.350249
Maharashtra,Kharif,79,33,41,6,Maize,3552.676088
Maharashtra,Kharif,129,81,118,6.53,Maize,811.589119
Maharashtra,Kharif,79,33,41,7.2,Maize,3552.676088
Maharashtra,Kharif,77,70,25,6.64,Maize,2480.655576
Maharashtra,Rabi,116,76,90,7.17,Maize,1645.59303
Maharashtra,Rabi,68,98,80,7.36,Maize,2395.639754
Maharashtra,Kharif,37,88,17,6.94,Maize,3243.094638
Maharashtra,Rabi,133,85,102,7.27,Maize,2259.884737
Maharashtra,Rabi,125,10,44,6.53,Maize,3123.010553
Maharashtra,Kharif,118,83,115,6.73,Maize,1163.058654
Maharashtra,Kharif,37,88,17,7.32,Maize,3243.094638
Maharashtra,Rabi,122,45,59,7.49,Maize,1605.83976
Maharashtra,Rabi,13,60,31,7.35,Maize,2049.474826
Maharashtra,Summer,87,6,49,7.38,Maize,2038.469781
Maharashtra,Summer,50,28,29,7.05,Maize,4377.247207
Maharashtra,Kharif,92,85,138,5.85,Maize,1431.57159
Maharashtra,Kharif,129,81,118,6.06,Maize,811.589119
Maharashtra,Kharif,118,83,115,7.02,Maize,1163.058654
Maharashtra,Kharif,66,84,114,7.25,Maize,2839.814572
Maharashtra,Rabi,56,26,73,5.58,Maize,4951.628668
Maharashtra,Rabi,13,60,31,5.82,Maize,2049.474826
Maharashtra,Summer,102,33,46,6.46,Maize,2802.745395
Maharashtra,Summer,63,54,130,5.98,Maize,5491.751698
Maharashtra,Rabi,133,44,117,5.74,Maize,2521.87915
Maharashtra,Rabi,124,92,106,6.19,Maize,2436.874969
Maharashtra,Summer,55,69,88,6.33,Maize,1286.502616
Maharashtra,Rabi,13,60,31,6.7,Maize,2049.474826
Maharashtra,Summer,64,28,57,6.43,Maize,5832.410262
Maharashtra,Rabi,68,98,80,6.18,Maize,2395.639754
Maharashtra,Kharif,46,59,27,6.04,Maize,5766.751066
Maharashtra,Kharif,60,99,125,7.18,Maize,2605.069152
Maharashtra,Kharif,10,28,89,6.36,Maize,1019.972011
Maharashtra,Kharif,41,97,80,6.81,Maize,5064.972787
Maharashtra,Kharif,69,49,45,6.73,Maize,2317.339558
Maharashtra,Summer,50,28,29,6.54,Maize,4377.247207
Maharashtra,Kharif,119,98,74,7.01,Maize,5143.34924
Maharashtra,Kharif,10,28,89,5.87,Maize,1019.972011
Maharashtra,Rabi,136,74,121,6.61,Maize,4456.143641
Maharashtra,Rabi,79,78,27,6.01,Maize,4734.959294
Maharashtra,Kharif,63,41,20,6.09,Maize,4547.625221
Maharashtra,Rabi,136,74,121,7.17,Maize,4456.143641
Maharashtra,Kharif,129,81,118,6.41,Maize,811.589119
Maharashtra,Kharif,92,85,138,7.29,Maize,1431.57159
Maharashtra,Rabi,122,45,59,5.65,Maize,1605.83976
Maharashtra,Rabi,79,78,27,7.14,Maize,4734.959294
Maharashtra,Summer,56,42,148,6.42,Maize,5082.214666
Maharashtra,Kharif,77,70,25,5.67,Maize,2480.655576
Maharashtra,Kharif,136,35,98,7.31,Maize,1324.747051
Maharashtra,Kharif,128,19,87,6.47,Maize,4769.347074
Maharashtra,Autumn,51,24,15,7.27,Maize,2753.192936
Maharashtra,Rabi,122,45,59,7.25,Maize,1605.83976
Maharashtra,Summer,102,33,46,7.25,Maize,2802.745395
Maharashtra,Kharif,26,78,68,5.52,Maize,4651.672975
Maharashtra,Rabi,62,10,114,6.52,Maize,1410.114111
Maharashtra,Rabi,53,96,106,7.35,Maize,4240.53336
Maharashtra,Summer,48,98,147,6.43,Maize,5369.80306
Maharashtra,Kharif,119,98,74,6.76,Maize,5143.34924
Maharashtra,Kharif,106,78,73,6.51,Maize,2022.902397
Maharashtra,Summer,123,6,22,7.47,Maize,2804.600107
Maharashtra,Rabi,56,26,73,6.86,Maize,4951.628668
Maharashtra,Kharif,118,83,115,7.19,Maize,1163.058654
Maharashtra,Summer,55,69,88,6.28,Maize,1286.502616
Maharashtra,Whole Year,34,88,30,5.53,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.49,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.84,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.57,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.65,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.25,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.56,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.66,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.44,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.6,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.91,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.17,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.97,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.23,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.38,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.48,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.88,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,4.8,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,6.77,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.7,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.09,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,6.69,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.95,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.76,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.78,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.86,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.23,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.15,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.11,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,4.85,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.36,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.31,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,6.55,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.22,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.97,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,4.71,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.63,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.96,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.96,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.98,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.36,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,6.31,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.85,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.43,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.42,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.51,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.92,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.92,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,4.99,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,6.48,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,4.71,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.58,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.47,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,6.21,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.43,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.83,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,6.2,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,4.84,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,5.59,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.76,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,4.59,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.97,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.83,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.35,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.98,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,4.51,Mango,4816.157444
Maharashtra,Whole Year,36,7,141,5.26,Mango,4851.4121
Maharashtra,Whole Year,36,7,141,4.75,Mango,4851.4121
Maharashtra,Whole Year,34,88,30,5.26,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,6.68,Mango,4816.157444
Maharashtra,Whole Year,34,88,30,5.29,Mango,4816.157444
Maharashtra,Kharif,129,52,97,5.78,Moong(Green Gram),2987.771438
Maharashtra,Kharif,131,11,63,6.87,Moong(Green Gram),876.9358886
Maharashtra,Kharif,112,6,129,6.77,Moong(Green Gram),2083.486893
Maharashtra,Kharif,12,32,30,5.62,Moong(Green Gram),5981.267863
Maharashtra,Kharif,129,52,97,7.03,Moong(Green Gram),2987.771438
Maharashtra,Kharif,4,42,84,5.73,Moong(Green Gram),1804.842098
Maharashtra,Kharif,61,56,61,6.02,Moong(Green Gram),1642.868626
Maharashtra,Kharif,51,30,97,7.45,Moong(Green Gram),3904.894624
Maharashtra,Kharif,91,39,10,6.82,Moong(Green Gram),2386.897773
Maharashtra,Kharif,131,14,71,7.09,Moong(Green Gram),1340.26953
Maharashtra,Kharif,53,55,143,5.59,Moong(Green Gram),3530.15641
Maharashtra,Kharif,131,11,63,5.95,Moong(Green Gram),876.9358886
Maharashtra,Kharif,61,56,61,6.46,Moong(Green Gram),1642.868626
Maharashtra,Kharif,131,11,63,6.42,Moong(Green Gram),876.9358886
Maharashtra,Kharif,113,15,84,5.75,Moong(Green Gram),4472.367283
Maharashtra,Kharif,131,14,71,6.92,Moong(Green Gram),1340.26953
Maharashtra,Kharif,54,96,43,6.34,Moong(Green Gram),1024.773483
Maharashtra,Kharif,129,50,54,6.49,Moong(Green Gram),3926.815693
Maharashtra,Kharif,101,8,137,7.17,Moong(Green Gram),1433.871618
Maharashtra,Kharif,136,35,81,6.83,Moong(Green Gram),2832.262138
Maharashtra,Kharif,25,22,30,7.1,Moong(Green Gram),1268.937841
Maharashtra,Kharif,4,42,84,7.14,Moong(Green Gram),1804.842098
Maharashtra,Kharif,51,30,97,5.72,Moong(Green Gram),3904.894624
Maharashtra,Kharif,25,22,30,7.34,Moong(Green Gram),1268.937841
Maharashtra,Kharif,131,11,63,5.6,Moong(Green Gram),876.9358886
Maharashtra,Kharif,41,51,101,5.77,Moong(Green Gram),1452.499385
Maharashtra,Kharif,121,36,110,5.54,Moong(Green Gram),3509.040539
Maharashtra,Kharif,44,27,28,6.88,Moong(Green Gram),5077.239626
Maharashtra,Kharif,52,10,145,6.82,Moong(Green Gram),4802.250009
Maharashtra,Kharif,51,30,97,6.58,Moong(Green Gram),3904.894624
Maharashtra,Kharif,43,83,102,7.25,Moong(Green Gram),3553.07676
Maharashtra,Kharif,112,6,129,6.28,Moong(Green Gram),2083.486893
Maharashtra,Kharif,121,36,110,7.27,Moong(Green Gram),3509.040539
Maharashtra,Kharif,52,10,145,7.36,Moong(Green Gram),4802.250009
Maharashtra,Kharif,4,42,84,6.49,Moong(Green Gram),1804.842098
Maharashtra,Kharif,131,11,63,6.69,Moong(Green Gram),876.9358886
Maharashtra,Kharif,16,15,132,6.68,Moong(Green Gram),4408.492213
Maharashtra,Kharif,12,32,30,6.47,Moong(Green Gram),5981.267863
Maharashtra,Kharif,43,95,86,5.68,Moong(Green Gram),1363.376728
Maharashtra,Kharif,52,99,96,7.06,Moong(Green Gram),3114.56075
Maharashtra,Kharif,4,42,84,5.54,Moong(Green Gram),1804.842098
Maharashtra,Kharif,4,42,84,6.72,Moong(Green Gram),1804.842098
Maharashtra,Kharif,16,15,132,6.98,Moong(Green Gram),4408.492213
Maharashtra,Kharif,25,86,132,7.31,Moong(Green Gram),2635.843203
Maharashtra,Kharif,61,56,61,7.29,Moong(Green Gram),1642.868626
Maharashtra,Kharif,74,99,59,6.63,Niger seed,1145.596374
Maharashtra,Kharif,115,63,53,7.41,Niger seed,2487.262428
Maharashtra,Kharif,74,99,59,6.68,Niger seed,1145.596374
Maharashtra,Kharif,106,64,13,6.8,Niger seed,5322.361827
Maharashtra,Kharif,79,83,125,5.98,Niger seed,5715.227154
Maharashtra,Kharif,51,39,43,7.42,Niger seed,1504.172109
Maharashtra,Kharif,43,10,94,5.86,Niger seed,2363.856618
Maharashtra,Kharif,79,83,125,6.31,Niger seed,5715.227154
Maharashtra,Kharif,3,28,27,6.83,Niger seed,965.0899346
Maharashtra,Kharif,12,21,127,6.68,Niger seed,4482.667309
Maharashtra,Kharif,138,48,34,6.16,Niger seed,2180.400296
Maharashtra,Kharif,131,57,78,6.58,Niger seed,2425.075374
Maharashtra,Kharif,3,28,27,6.43,Niger seed,965.0899346
Maharashtra,Kharif,111,40,14,6.08,Niger seed,863.2834987
Maharashtra,Kharif,138,48,34,6.82,Niger seed,2180.400296
Maharashtra,Kharif,43,10,94,6.41,Niger seed,2363.856618
Maharashtra,Kharif,115,63,53,6.42,Niger seed,2487.262428
Maharashtra,Kharif,111,40,14,7.21,Niger seed,863.2834987
Maharashtra,Kharif,51,39,43,6.23,Niger seed,1504.172109
Maharashtra,Kharif,96,60,17,7.49,Niger seed,3672.112617
Maharashtra,Kharif,106,64,13,7.1,Niger seed,5322.361827
Maharashtra,Kharif,3,28,27,6.88,Niger seed,965.0899346
Maharashtra,Kharif,3,28,27,6.75,Niger seed,965.0899346
Maharashtra,Kharif,79,83,125,5.81,Niger seed,5715.227154
Maharashtra,Kharif,79,83,125,6.99,Niger seed,5715.227154
Maharashtra,Kharif,74,99,59,6.43,Niger seed,1145.596374
Maharashtra,Kharif,79,83,125,6.07,Niger seed,5715.227154
Maharashtra,Kharif,139,43,57,5.83,Niger seed,3892.404624
Maharashtra,Kharif,43,10,94,5.82,Niger seed,2363.856618
Maharashtra,Kharif,12,21,127,6.52,Niger seed,4482.667309
Maharashtra,Kharif,139,43,57,6.66,Niger seed,3892.404624
Maharashtra,Kharif,131,57,78,5.89,Niger seed,2425.075374
Maharashtra,Kharif,111,40,14,5.99,Niger seed,863.2834987
Maharashtra,Kharif,74,99,59,7.03,Niger seed,1145.596374
Maharashtra,Kharif,111,40,14,6.69,Niger seed,863.2834987
Maharashtra,Kharif,61,38,61,7.46,Niger seed,2883.325369
Maharashtra,Kharif,74,99,59,6.88,Niger seed,1145.596374
Maharashtra,Kharif,61,38,61,7.45,Niger seed,2883.325369
Maharashtra,Kharif,88,50,58,5.8,Niger seed,4883.47305
Maharashtra,Kharif,131,57,78,5.61,Niger seed,2425.075374
Maharashtra,Kharif,74,99,59,5.84,Niger seed,1145.596374
Maharashtra,Kharif,138,48,34,5.53,Niger seed,2180.400296
Maharashtra,Kharif,3,28,27,7.4,Niger seed,965.0899346
Maharashtra,Kharif,74,99,59,5.71,Niger seed,1145.596374
Maharashtra,Kharif,107,41,71,7.39,Niger seed,5676.735418
Maharashtra,Kharif,26,90,88,5.64,Niger seed,1551.829657
Maharashtra,Kharif,74,99,59,6.46,Niger seed,1145.596374
Maharashtra,Kharif,107,41,71,7.41,Niger seed,5676.735418
Maharashtra,Kharif,61,38,61,6.15,Niger seed,2883.325369
Maharashtra,Kharif,79,83,125,7.33,Niger seed,5715.227154
Maharashtra,Kharif,26,90,88,5.71,Niger seed,1551.829657
Maharashtra,Kharif,131,57,78,6.18,Niger seed,2425.075374
Maharashtra,Kharif,138,48,34,5.7,Niger seed,2180.400296
Maharashtra,Kharif,106,64,13,7.49,Niger seed,5322.361827
Maharashtra,Kharif,131,57,78,6.88,Niger seed,2425.075374
Maharashtra,Kharif,61,38,61,6.62,Niger seed,2883.325369
Maharashtra,Kharif,107,41,71,6.03,Niger seed,5676.735418
Maharashtra,Kharif,111,40,14,7.1,Niger seed,863.2834987
